x,f,df,F
0.580580580580581,0.337073810547284,1.16116116116116,0.0652328362086836
0.581581581581582,0.338237136034934,1.16316316316316,0.0655708295082738
0.582582582582583,0.339402465528592,1.16516516516517,0.0659099883008476
0.583583583583584,0.340569799028257,1.16716716716717,0.0662503145924171
0.584584584584585,0.341739136533931,1.16916916916917,0.0665918103889943
0.585585585585586,0.342910478045613,1.17117117117117,0.0669344776965912
0.586586586586587,0.344083823563303,1.17317317317317,0.0672783185212198
0.587587587587588,0.345259173087001,1.17517517517518,0.0676233348688921
0.588588588588589,0.346436526616707,1.17717717717718,0.0679695287456201
0.58958958958959,0.347615884152421,1.17917917917918,0.068316902157416
0.590590590590591,0.348797245694143,1.18118118118118,0.0686654571102917
0.591591591591592,0.349980611241872,1.18318318318318,0.0690151956102591
0.592592592592593,0.35116598079561,1.18518518518519,0.0693661196633304
0.593593593593594,0.352353354355356,1.18718718718719,0.0697182312755176
0.594594594594595,0.35354273192111,1.18918918918919,0.0700715324528327
0.595595595595596,0.354734113492872,1.19119119119119,0.0704260252012876
0.596596596596597,0.355927499070642,1.19319319319319,0.0707817115268945
0.597597597597598,0.35712288865442,1.1951951951952,0.0711385934356653
0.598598598598599,0.358320282244206,1.1971971971972,0.071496672933612
0.5995995995996,0.35951967984,1.1991991991992,0.0718559520267468
0.600600600600601,0.360721081441802,1.2012012012012,0.0722164327210815
0.601601601601602,0.361924487049612,1.2032032032032,0.0725781170226283
0.602602602602603,0.36312989666343,1.20520520520521,0.072941006937399
0.603603603603604,0.364337310283256,1.20720720720721,0.0733051044714059
0.604604604604605,0.36554672790909,1.20920920920921,0.0736704116306608
0.605605605605606,0.366758149540932,1.21121121121121,0.0740369304211759
0.606606606606607,0.367971575178782,1.21321321321321,0.074404662848963
0.607607607607608,0.36918700482264,1.21521521521522,0.0747736109200343
0.608608608608609,0.370404438472507,1.21721721721722,0.0751437766404017
0.60960960960961,0.371623876128381,1.21921921921922,0.0755151620160774
0.610610610610611,0.372845317790263,1.22122122122122,0.0758877690530732
0.611611611611612,0.374068763458153,1.22322322322322,0.0762615997574012
0.612612612612613,0.375294213132051,1.22522522522523,0.0766366561350735
0.613613613613614,0.376521666811957,1.22722722722723,0.077012940192102
0.614614614614615,0.377751124497871,1.22922922922923,0.0773904539344988
0.615615615615616,0.378982586189793,1.23123123123123,0.0777691993682759
0.616616616616617,0.380216051887724,1.23323323323323,0.0781491784994453
0.617617617617618,0.381451521591662,1.23523523523524,0.0785303933340191
0.618618618618619,0.382688995301608,1.23723723723724,0.0789128458780093
0.61961961961962,0.383928473017562,1.23923923923924,0.0792965381374277
0.620620620620621,0.385169954739524,1.24124124124124,0.0796814721182866
0.621621621621622,0.386413440467494,1.24324324324324,0.080067649826598
0.622622622622623,0.387658930201473,1.24524524524525,0.0804550732683737
0.623623623623624,0.388906423941459,1.24724724724725,0.080843744449626
0.624624624624625,0.390155921687453,1.24924924924925,0.0812336653763666
0.625625625625626,0.391407423439455,1.25125125125125,0.0816248380546078
0.626626626626627,0.392660929197466,1.25325325325325,0.0820172644903615
